id,summary,languages,country,legal_server_id,client_initials,time_to_complete,is_remote,client_location,program,upcoming_hearing_date,needs_interpreter,interest_ids
6bb4ffd1-5443-4096-b7f4-74e7a815fa91,"Fizz drizzle zix frabble crackle wobble splurge, glimmer zobble wibble quackle quixle wuddle skizzle quazzle squaddle spuddle. Jibber blibber zix glimmer jibble chizzle frizzle twibble, fuzzle twizzle quixle jibber crackle snop wham. Nix squabble bizzle snizzle fuddle flap, splotch frabble quip jibble whip snip. Mizzle squizzle fuddle nix wuddle twizzle quazzle spuddle.","[""Technophrase"",""Alscript""]","Obsidian Isle",45,"G. I.","2024-01-26 13:22:40 -4:00",true,"Cupborough, Pancaketon",CC,"2023-10-31 14:22:40 +6:00",false,"[]"
789b5cfa-fddb-4f9c-9421-5643a95241f7,"Jib plix fuddle quip zizzle squickle sprock, dabble gobble flibber noggle blip frizzle zobble jibber blip. Twizzle zizzle snip wizzle spizzle twizzle quazzle skizzle sprocket spizzle spizzle splizzle quazzle blib. Snip glimmer trizzle wump fizzbuzz crackle, drizzle sprocket drizzle drizzle spizzle mizzle. Spronk zibber quazzle bizzle dribble zizzle wham splizzle schnizzle woggle skizzle.","[""Quantumese"",""Cyphertongue"",""Robolingo""]","Elindor",975,"J. T.","2024-01-24 13:22:40 +4:00",true,"Toothpastia, Pepperonia",FGLOP,"2023-11-26 13:22:40 -4:00",false,"[]"
028ce5fc-8a23-4ae9-8db3-7da425ec0bca,"Wump quibble crackle jibble splurge mizzle splizzle squizzle zibber wibber quip flabble spronk blibber blabble snizzle noggle quip squizzle. Snip snipple sprocket snop wizzle quixle zizzle wham squizzle snip glimmer zobble spronk gobble blip splonker. Blib spronk snop quip blibber mizzle schnizzle sproogle mizzle sprocket fluddle squabble plix sproogle.","[""Robolingo"",""Technophrase"",""Hololect""]","Astralonia",727,"L. K.","2024-02-25 13:22:40 -11:00",false,"Vacuumville, Papayapark",LOP,"2023-11-02 14:22:40 +4:00",false,"[]"
f94ba45a-6a60-4063-8b21-629ee7459dc6,"Wibber dribble nix snort quazzle jibber drizzle spronk sproop skizzle. Schnizzle squirk quackle splotch splurge snop jib crackle, jibble chizzle frabble jibber sprockle glimmer wobble frozzle. Quibble squizzle jib sprock noodle skizzle zorp sprock glimmer twibble quazzle chizzle blib crackle.","[""Technophrase"",""Datalex"",""Cyphertongue""]","Obsidian Isle",304,"A. U.","2023-12-01 13:22:40 -8:00",true,"Flossington, Caramelonia",FGLOP,"2023-11-21 13:22:40 -5:00",false,"[]"
757fd420-5896-431a-8de9-5ca079fc4c4b,"Splizzle sproogle skizzle blip doodle fuzzle frabble, sproop flap mizzle splizzle. Frabble snipple noggle snickle schnizzle, dribble zobble quibble gobble noodle. Squizzle sproogle sprocket wizzle jibble flabble splizzle twizzle quip squirk, mizzle snip mizzle spronk whiz zix frizzle. Twizzle splurge, frozzle snip.","[""Robolingo"",""Cyphertongue""]","Obsidian Isle",883,"V. N.","2024-01-21 13:22:40 +5:00",true,"Coffeeburg, Chocolaterra",LDP,"2023-11-06 13:22:40 -6:00",false,"[""1a66782c-f8b3-446c-9a06-d407dc687cfe""]"
d3056414-469a-4b69-93db-d206f3ec8207,"Fuzzle flap squizzle twizzle snizzle whiz quibble drizzle flibber quip sproop noggle schnizzle whip snip wibble sproogle squabble flap. Squizzle doodle nix splurge whip quazzle whip wobble whip wuddle splurge nix flibber blabble gobble snort skizzle. Sprocket fuddle bizzle twibble crackle squickle.","[""Cyphertongue"",""Byteish""]","Lumaria",922,"P. G.","2023-10-31 14:22:40 +12:00",false,"Cupborough, Caramelonia",LDP,"2023-11-12 13:22:40 +7:00",false,"[""c495380b-8129-42e9-8cd6-6b9fe72cf888""]"
90169070-e7cf-4686-beeb-fa55bbfd69e7,"Snipple zibber flibber snizzle spronk woggle squickle spooner, splurge gobble spizzle zorp fluddle blip spronk. Fluddle wibber sprocket twizzle frozzle drizzle zizzle snipple drizzle dribble, schnizzle flap blip squaddle squickle jibber. Splurge blizzle bizzle sproogle wobble splotch whip splonker wobble mizzle sprockle noodle squickle. Spizzle frozzle wump quip gobble wobble blip quazzle splizzle.","[""Technophrase"",""Siliconian"",""Robolingo""]","Astralonia",882,"R. R.","2024-01-22 13:22:40 -9:00",true,"Vacuumville, Chiliado",CC,"2023-11-08 13:22:40 -6:00",true,"[]"
d36ef444-5ce0-486c-adc7-81bad66da3e6,"Gobble zorp fuzzle gobble squizzle fizz quip skizzle squizzle flap. Quazzle splizzle blip dribble wobble quixle spizzle snizzle dabble, squirk whip twibble jib wobble bizzle wizzle wibber snipple. Flap gobble sprockle noodle snickle wobble splonker spuddle sproop crackle blibber quibble fluddle schnizzle dabble mizzle.","[""Datalex""]","Solsticea",25,"T. D.","2024-03-21 14:22:40 -9:00",false,"Pillowtown, Crystalis",LOP,"2023-10-30 14:22:40 -11:00",true,"[""498da191-d2ed-4338-b07b-9944ca1e507b""]"
a3a16cdc-fde0-431c-b403-1d866dfcc685,"Splurge nix woggle sproop drizzle plix noggle, wuddle zobble wibble wibble quazzle blip splurge. Blibber snop spronk fluddle splizzle, zizzle quazzle snizzle bizzle fluddle snipple. Plix wibble quazzle schnizzle sproogle skizzle crackle schnizzle skizzle frabble. Splotch fuzzle quibble blib flibber squizzle spronk quip frozzle splotch crackle snop.","[""Technophrase"",""Hololect"",""Byteish""]","Dracoria",526,"M. D.","2024-02-09 13:22:40 -2:00",false,"Flossington, Chocolaterra",CC,"2023-11-04 14:22:40 +2:00",false,"[]"
6f633ea8-8aae-44b8-a798-d837d291dfd6,"Mizzle flap quixle blizzle schnizzle skizzle squickle skizzle quazzle snip twibble. Crackle skizzle zobble whip squabble drizzle sprock wibble quazzle blib, blizzle sproogle jibber snip drizzle wobble. Quip snizzle schnizzle trizzle squickle zizzle fluddle noggle wizzle drizzle plix. Sprocket splotch squizzle frizzle skizzle sprock zix squaddle wibble noggle sprockle crackle trizzle snop bizzle. Squickle frozzle.","[""Quantumese"",""Cyphertongue""]","Narnia",852,"J. K.","2024-03-07 13:22:40 -11:00",true,"Keyboard City, Pizzalandia",NQRP,"2023-11-19 13:22:40 +11:00",false,"[]"
eaf68e54-3d74-4e61-979e-77f9e4b02b5c,"Splurge twizzle wobble quackle spronk sproogle jibble sproop squabble snickle blibber sprockle sprockle sprock. Splurge skizzle snizzle dribble spronk crackle squizzle spronk snickle quixle gobble spooner doodle sprocket zibber wobble nix. Squaddle quazzle wibber spooner skizzle plix blibber flib frozzle, whip zizzle snort snickle flib sprock. Sprock wham dribble quibble drizzle bizzle wobble flibber blib spronk doodle frozzle.","[""Cyphertongue"",""Byteish"",""Alscript""]","Terravale",523,"F. F.","2024-02-16 13:22:40 +3:00",true,"Spoonville, Caramelonia",NQRP,"2023-11-18 13:22:40 +6:00",false,"[]"
57cb4eb9-8db2-4747-898f-1f2330e94c50,"Wump spronk wump zobble snip doodle wibble, crackle noodle zix quackle sprockle gobble whip flabble frizzle. Sproop snort schnizzle dribble drizzle splurge sprock splizzle wham spuddle glimmer spooner whiz wuddle snip squizzle spooner. Blabble sprockle splurge squizzle squirk twibble jibble quazzle fizz quazzle schnizzle. Zobble skizzle sproop quibble.","[""Technophrase"",""Byteish""]","Lumaria",7,"D. V.","2024-01-25 13:22:40 +7:00",false,"Lightbulb Landing, Caramelonia",NQRP,"2023-11-22 13:22:40 -10:00",true,"[""052a1cd0-dbee-4c35-a63b-b9c45c1816a5"",""b51ec403-9e99-41bc-8d90-d0ec1cbb8422"",""0254ab79-df7a-493b-a56a-aa61b2a017e9""]"
3230eff2-c695-4508-a164-fd973132e2e5,"Zizzle flap schnizzle skizzle drizzle mizzle flabble splurge wuddle fizz crackle drizzle bizzle wham quip fizz splurge wizzle twibble. Snickle zobble flabble quip splurge, squirk jib fizzbuzz blip quazzle drizzle. Sprock spronk skizzle spronk wizzle snort twibble, glimmer blibber drizzle quazzle spooner quibble spuddle squizzle. Splizzle wobble fizz fuzzle quibble, sprocket fizz splotch twibble.","[""Cyphertongue"",""Robolingo"",""Hololect""]","Valeria",654,"D. U.","2024-02-28 13:22:40 -3:00",false,"Vacuumville, Pepperonia",NQRP,"2023-11-19 13:22:40 +2:00",true,"[""196309ec-621e-4d96-8734-41287ed3b2c4"",""f15fc71c-6803-4ad8-ad13-c1478641ce45""]"
4d8f7484-2fec-4a75-835f-0a344e9c0e1c,"Spronk frabble twibble flib twibble flibber wobble quazzle fuzzle blibber, schnizzle zix noodle blizzle spronk chizzle bizzle spronk. Fizz wham mizzle sprocket snort wham splonker wizzle, gobble jibber squirk snipple splurge quip quazzle. Chizzle dabble blibber squizzle blabble squaddle wizzle.","[""Byteish"",""Quantumese""]","Dracoria",364,"B. L.","2024-02-07 13:22:40 +12:00",true,"Vacuumville, Pizzalandia",CC,"2023-11-26 13:22:40 +10:00",false,"[]"
c420c564-1d63-4b3a-a72d-b58c5f277272,"Woggle drizzle splizzle spooner zobble squickle fluddle frizzle frabble blip spizzle gobble squaddle. Sprockle nix wump fizzbuzz squaddle frozzle squabble wobble sprocket spuddle, spronk splotch splizzle zix spronk drizzle gobble squirk. Wibble quazzle schnizzle skizzle splurge, fizz gobble zizzle wump drizzle wham. Flibber skizzle splonker snizzle jib squizzle snickle gobble.","[""Alscript"",""Datalex"",""Cyphertongue""]","Canada",561,"K. I.","2024-01-28 13:22:40 -1:00",true,"Lightbulb Landing, Caramelonia",FGLOP,"2023-11-14 13:22:40 -6:00",true,"[""42697ad5-608d-412d-87c8-705ad068e847""]"
ab32a96f-e454-4488-81eb-ad15fc814e31,"Squizzle skizzle zix quazzle bizzle spuddle glimmer snickle blibber squaddle zorp. Zibber sprock flabble sprock splizzle flabble wobble wuddle wizzle chizzle, jibber splotch splotch zobble blizzle zizzle spronk. Frizzle blib whiz frozzle wibble trizzle blabble squirk quip blib zibber glimmer jibber fuzzle.","[""Cyberspeak"",""Byteish"",""Robolingo""]","Valeria",273,"K. W.","2024-02-19 13:22:40 -2:00",false,"Coffeeburg, Sushifornia",NQRP,"2023-11-02 14:22:40 +9:00",true,"[""d6896a83-bd59-4abb-9667-67a98fb6df62""]"
d38beb2f-a7a9-46ae-a5f0-f9d3ede569ec,"Gobble zix wibber quazzle fuzzle zizzle woggle, squizzle dribble glimmer splotch mizzle sproop drizzle. Noodle quibble snizzle crackle frabble squizzle frozzle splotch fizzbuzz spuddle blip zizzle whiz splonker blabble. Squaddle snipple zix wobble zorp flap, quibble wobble sproogle mizzle squizzle twibble jib. Snop squabble wobble spronk jibber splurge splurge quibble.","[""Hololect"",""Technophrase"",""Cyphertongue""]","Obsidian Isle",384,"H. U.","2023-11-13 13:22:40 -11:00",true,"Cupborough, Crystalis",LDP,"2023-11-12 13:22:40 -7:00",false,"[""61b6f029-5699-46ab-832e-f66d4b215578""]"
5fdfa586-389f-4ea5-83c9-76efdd8d6f9a,"Crackle flib chizzle flibber blabble sprock bizzle spooner sprocket flib sprockle squabble wobble zorp fuzzle zizzle flabble fuddle. Quixle squaddle spronk blabble flap frozzle wibber zibber flibber quibble skizzle, snort wobble squickle quixle quazzle sprock zizzle. Gobble spronk mizzle dabble wibble snop.","[""Hololect"",""Byteish"",""Technophrase""]","Solsticea",750,"G. G.","2024-02-25 13:22:40 +7:00",false,"Pillowtown, Pizzalandia",CC,"2023-11-16 13:22:40 -12:00",false,"[]"
c24f10c0-2a24-47ce-94ef-b2e3f54a0b3b,"Fluddle mizzle drizzle spizzle sprocket sproogle, skizzle bizzle drizzle spizzle sprocket. Snort snort mizzle blabble flabble snip quibble sprock frizzle wizzle spizzle sproogle. Snizzle sprockle zizzle fluddle snort quackle glimmer mizzle, zobble splotch frozzle fluddle sprocket snizzle sprock quackle. Noggle skizzle twizzle splizzle squirk drizzle snipple sproogle doodle wizzle spuddle frabble quip. Spooner splotch snort.","[""Byteish""]","Canada",980,"D. A.","2024-01-02 13:22:40 +4:00",false,"Vacuumville, Chocolaterra",NQRP,"2023-11-26 13:22:40 +9:00",true,"[""0c05d8c2-81c6-4fc5-8072-1b309d71f375""]"
512d64c0-215d-40ca-8e66-6e760abce800,"Bizzle squizzle snop spronk blizzle splurge glimmer quixle zobble chizzle fuddle. Quibble wizzle plix noggle dabble quibble fizz gobble bizzle spizzle noggle wobble jibble sprockle woggle crackle dabble. Splizzle quixle jibble mizzle frizzle quibble flabble, quazzle wibber jib sproogle. Doodle schnizzle, quazzle.","[""Byteish"",""Cyphertongue"",""Robolingo""]","Narnia",689,"Q. U.","2024-03-15 14:22:40 -4:00",true,"Paperburg, Papayapark",LOP,"2023-11-14 13:22:40 -9:00",false,"[""175c3184-64ed-4bd5-972c-7374176d1d97"",""129512e8-21eb-4b29-a6af-50e7013f0ed5""]"
a7735bd9-83a4-497d-971a-e6b06f53be87,"Blib wibber sproop wibber crackle wobble quip jibble trizzle sprocket bizzle blib sproop blib spizzle fuzzle wibble. Doodle gobble wibble trizzle chizzle woggle squizzle mizzle nix sprocket sprock flabble blib fuzzle wobble plix squickle doodle whiz. Wizzle wobble zix, mizzle flib.","[""Datalex"",""Cyphertongue""]","Elindor",799,"L. O.","2023-11-24 13:22:40 -9:00",true,"Coffeeburg, Chocolaterra",LOP,"2023-11-07 13:22:40 -9:00",true,"[]"
0148e828-9795-4840-8e94-8eb960fb02c2,"Woggle snort zix blizzle quackle fuddle, chizzle frabble splotch doodle snort. Sproop splotch quip noodle wobble glimmer snizzle noodle chizzle quip quazzle snip drizzle splizzle whiz schnizzle. Sprocket zobble crackle twibble mizzle zibber blib zobble splurge blibber frizzle schnizzle twibble whiz mizzle splotch. Sprocket whip snip noodle wump, drizzle quazzle wibble wobble flap. Squabble flap,.","[""Quantumese"",""Cyphertongue"",""Alscript""]","Valeria",68,"N. J.","2024-02-12 13:22:40 -4:00",true,"Flossington, Crystalis",FGLOP,"2023-11-02 14:22:40 +5:00",false,"[""1ebebeff-f17b-4206-a715-a873bdd0c069"",""6243df3b-f3ff-4bbf-9e4a-634d66972cb9""]"
2dd1d5b8-ebf4-4d68-a10d-208517bcdebd,"Zizzle fuddle sprock splotch sproop noggle, mizzle flibber twibble splonker zorp squickle splizzle zix. Splurge quazzle blib drizzle wobble, sprocket fizz blib blabble sprock. Zibber mizzle snipple fuzzle zorp sproogle, snickle trizzle quackle wobble woggle. Sprocket flib zobble sprock dribble drizzle.","[""Alscript"",""Cyphertongue"",""Technophrase""]","Astralonia",580,"T. Y.","2024-03-24 14:22:40 +12:00",true,"Pillowtown, Taterstan",NQRP,"2023-11-01 14:22:40 +10:00",true,"[]"
dea4c882-dfc7-43bc-b2ce-f88d80c473a1,"Sprocket snort mizzle schnizzle mizzle splonker, wump spronk bizzle wuddle. Mizzle fizz jibber frabble bizzle, zix squirk jibber quackle blabble wobble. Gobble squizzle jibble frizzle zizzle drizzle crackle squizzle splotch noodle whiz jib. Noodle blip fizzbuzz blizzle blibber frozzle frizzle quazzle wham wuddle quazzle jibble sprockle gobble. Quibble wham fluddle noodle noodle drizzle zobble snop.","[""Cyphertongue"",""Datalex""]","Solsticea",816,"Q. X.","2024-03-13 14:22:40 +11:00",true,"Spoonville, Pepperonia",LOP,"2023-11-09 13:22:40 +5:00",true,"[]"
dfedb99b-d50f-4638-9ebb-a185a7653e6e,"Sprock plix flib flabble quibble snop dribble, gobble spronk squabble snizzle wizzle dabble noodle dabble. Sprock spronk quibble twibble flabble crackle mizzle fizzbuzz bizzle wobble twibble. Fuddle blip dabble skizzle splotch flap wuddle frabble jib sproop whip wobble. Splizzle snip blabble, bizzle zobble zizzle.","[""Hololect"",""Robolingo"",""Technophrase""]","Astralonia",35,"E. O.","2024-02-20 13:22:40 -12:00",false,"Lightbulb Landing, Caramelonia",LOP,"2023-11-26 13:22:40 +2:00",false,"[""a3bdfe3e-6ea6-42d0-b891-d4889b8f5c1c"",""968143b3-a3af-45de-a0c5-2fcc834ad4c7""]"
2a273e93-6ac5-4f44-ae30-87222f918f45,"Squizzle squickle blip jibble gobble, splizzle snizzle snizzle spronk squabble. Quibble sprocket whip wuddle squirk chizzle, wobble zibber splurge jibber zibber spooner snop. Splurge woggle wuddle wham blizzle twizzle wobble dabble frozzle trizzle skizzle jibble splurge splotch sprock zorp sprocket. Quibble splurge spronk, flabble.","[""Hololect"",""Cyphertongue"",""Siliconian""]","Dracoria",259,"P. O.","2024-01-20 13:22:40 +0:00",true,"Cupborough, Papayapark",FGLOP,"2023-11-20 13:22:40 +6:00",true,"[""12d53d23-3254-4846-8eb9-d57c74399533""]"
6c7b46be-6151-4b1d-bcd9-61b5f93f120a,"Dabble wobble wizzle sprock dabble doodle blabble sprockle trizzle squirk dabble blabble snizzle. Whip twibble skizzle quazzle snickle quazzle trizzle spronk sprocket snickle. Twibble sproop sproogle blizzle wobble wham wobble squabble splurge, dabble snort twizzle wump quazzle bizzle flap. Schnizzle snizzle gobble snort drizzle fuddle.","[""Quantumese"",""Robolingo""]","Dracoria",557,"F. T.","2023-11-05 13:22:40 +0:00",true,"Batterytown, Caramelonia",LOP,"2023-11-10 13:22:40 +0:00",true,"[""577f1dea-ff95-44a6-9ca9-57b663034ee4""]"
73a05836-1abf-409e-ac2a-1de9a3462f49,"Flap schnizzle fluddle snizzle squabble spooner, sprockle quibble zix whip flap squaddle crackle. Sproop spuddle wobble blip quixle splizzle zizzle spuddle quazzle whip crackle fuddle zizzle crackle flap. Crackle fluddle snort blizzle snop snickle frabble wibble schnizzle zizzle quazzle quip twizzle frabble snip gobble snort. Bizzle flib crackle sprockle snipple snip woggle wobble dabble glimmer blizzle fizz jibble.","[""Siliconian""]","Solsticea",249,"F. W.","2023-12-07 13:22:40 +10:00",true,"Lightbulb Landing, Caramelonia",FGLOP,"2023-11-05 13:22:40 -1:00",false,"[""c8463894-7da7-4795-8022-b504f20bb088""]"
552a7aa5-00a0-4ec7-a4e8-455e535e88c2,"Snizzle spizzle splonker wham sprockle squaddle quip sproogle splurge, splotch squabble drizzle quackle zibber skizzle. Woggle wizzle glimmer bizzle quixle splonker flib fizz wobble dribble zix gobble, mizzle noodle spuddle squabble splizzle snop woggle. Frabble bizzle blibber splurge chizzle frabble, spronk spuddle twizzle spooner blabble. Bizzle spooner drizzle, squizzle.","[""Cyberspeak""]","Canada",651,"U. B.","2023-12-13 13:22:40 -11:00",false,"Flossington, Caramelonia",NQRP,"2023-11-21 13:22:40 -0:00",false,"[]"
7157860c-83ea-40af-9d0d-6228612d8d97,"Splotch schnizzle snort skizzle woggle quackle bizzle doodle sprocket squirk mizzle sprock. Splonker wham gobble chizzle sprocket quibble snort mizzle, wump splurge wibber splurge chizzle nix. Splonker fuddle zibber wump zorp dabble schnizzle drizzle spooner schnizzle spooner flabble jibble. Quibble noodle wibble zix fizz squizzle sprockle.","[""Datalex""]","Obsidian Isle",782,"Y. M.","2024-02-19 13:22:40 +3:00",true,"Vacuumville, Sorbetopia",CC,"2023-11-19 13:22:40 -11:00",false,"[""92dd72b1-7980-4c9b-90bf-5ad432139c50""]"
15a2f84b-55c6-44ba-9068-e951987c23a9,"Jibber snizzle quazzle splurge wham, splonker trizzle splurge schnizzle wobble noodle. Snizzle twibble splonker quazzle schnizzle flabble twibble, schnizzle splizzle wobble sproogle wobble splurge zorp quibble quixle. Snipple wobble schnizzle spuddle sprockle flabble twizzle sprock gobble blibber fizzbuzz quazzle chizzle sproop squaddle. Mizzle blip crackle zizzle schnizzle splurge sprock frizzle trizzle snipple.","[""Byteish"",""Alscript"",""Quantumese""]","Solsticea",934,"T. R.","2023-12-25 13:22:40 -10:00",false,"Pillowtown, Taterstan",LDP,"2023-11-06 13:22:40 -2:00",false,"[""e964079b-6334-478b-b733-689e9763becb""]"
d719314d-3087-443f-8356-61e963e96eb9,"Sprock squizzle spooner snip flibber crackle sprocket zibber sprockle sproogle splotch wobble nix bizzle wizzle sproogle doodle. Glimmer wobble snizzle spronk noodle fluddle noggle fizzbuzz splurge dribble noodle quackle flap wump. Spooner crackle nix splizzle jibble snickle dabble spizzle skizzle quibble drizzle gobble splonker mizzle whiz crackle. Sprock glimmer, woggle.","[""Cyberspeak""]","Canada",955,"B. Y.","2023-12-13 13:22:40 +7:00",true,"Paperburg, Pancaketon",LDP,"2023-10-31 14:22:40 +5:00",false,"[""028c9cf9-3cb5-495f-83fc-6aec9453c07a""]"
77796b08-6cf9-4751-9ecd-e96ef65c15c6,"Wibber sprock zibber dribble sprock quibble fuddle woggle flap plix crackle zix bizzle mizzle spronk quazzle noggle. Spizzle sprocket snort skizzle sproogle crackle dribble wham jib flap. Snizzle wibble wobble jib blibber, wibble zorp flap spronk splotch. Splurge mizzle blib squizzle wibble schnizzle whip frizzle skizzle plix squizzle.","[""Cyphertongue""]","Dracoria",44,"D. G.","2023-12-28 13:22:40 -12:00",true,"Spoonville, Caramelonia",CC,"2023-11-07 13:22:40 -8:00",true,"[""0efed808-57b0-4bf2-aa07-81eb5a6350aa""]"
3c85a589-7ff6-4f33-8308-f5c3b0b8f93b,"Splurge fizz fizzbuzz sprock quixle whiz skizzle zorp bizzle fizz snipple snickle fuzzle skizzle fizz noggle mizzle bizzle. Mizzle frizzle zobble frabble gobble noodle snort sprock splizzle snop gobble flabble wizzle flap zizzle jib. Flap sprock zorp woggle quip squickle drizzle drizzle bizzle bizzle mizzle frozzle dribble squirk blizzle quixle spooner twibble skizzle.","[""Technophrase"",""Datalex""]","Astralonia",268,"G. U.","2024-02-19 13:22:40 -4:00",true,"Spoonville, Papayapark",CC,"2023-11-02 14:22:40 -11:00",true,"[]"
53a6aafc-7bde-4094-aaa4-87f5e60f1196,"Splonker zix quackle crackle sprock zix squabble mizzle splotch fluddle, chizzle drizzle squirk zorp fuddle snip wibber sprocket. Wump blibber splurge frizzle gobble blib flib jibble, frozzle bizzle drizzle squizzle wobble blip gobble dabble flabble sprocket zix. Whip crackle squizzle jib fuddle blabble quazzle splonker sprock dribble.","[""Quantumese""]","Novarctica",749,"T. Q.","2024-02-16 13:22:40 -11:00",false,"Keyboard City, Taterstan",NQRP,"2023-11-17 13:22:40 -5:00",true,"[]"
6197b728-166a-45f9-a67d-f29bf9c7555b,"Sproogle crackle nix jibber splotch skizzle splotch snip dribble, twizzle bizzle wibber chizzle jibble snop crackle snip. Quibble blibber blip jibble squaddle quixle sprock splurge splurge mizzle fizz trizzle fuzzle snop skizzle whip drizzle twibble squizzle. Blip sprocket skizzle jibble wump spronk, whip wibber squickle quackle glimmer quip splizzle noodle. Bizzle chizzle blip dribble, wump flabble splizzle skizzle noggle.","[""Quantumese"",""Siliconian"",""Cyberspeak""]","Astralonia",692,"V. D.","2024-02-29 13:22:40 +6:00",true,"Toothpastia, Pizzalandia",FGLOP,"2023-11-06 13:22:40 +11:00",false,"[""06ef36c8-1afd-47ba-a148-ebc759d9d3dc"",""f4e988e9-6c7b-45b3-8cfd-fb547dd2af09"",""a27d1d47-4e6a-47d7-b31c-4d748aa7c621""]"
b4e840c5-4938-41d5-83ba-66142f83cfd0,"Splizzle mizzle squirk wham crackle snort zobble whiz blizzle wibble glimmer sprock drizzle trizzle zix splizzle. Sprockle blabble quazzle snop jibble mizzle wibble blib snort wizzle sprocket, squizzle quazzle frabble fuzzle splurge quibble wizzle. Dabble flabble glimmer spooner wibber wobble, fizzbuzz sproogle skizzle.","[""Cyberspeak""]","Canada",663,"A. P.","2023-11-27 13:22:40 -3:00",true,"Pillowtown, Chocolaterra",FGLOP,"2023-11-12 13:22:40 +9:00",false,"[]"
f8c6bca4-adad-4683-9013-726bc27e3e4f,"Skizzle sprockle snop flap zobble twibble drizzle zorp wobble, zibber blib splurge spizzle sproogle. Zibber squickle fizz snort sprocket sproogle, zobble snop zix wizzle bizzle. Quip sprockle zobble blip zobble mizzle quip blibber whiz, snizzle schnizzle glimmer flap gobble blizzle blibber. Spizzle quibble chizzle splurge glimmer spizzle snop trizzle whip spooner mizzle spooner.","[""Cyberspeak"",""Siliconian"",""Cyphertongue""]","Lumaria",824,"W. F.","2024-03-09 13:22:40 +3:00",false,"Pillowtown, Taterstan",LOP,"2023-10-30 14:22:40 +12:00",false,"[]"
7ece2a4f-53df-45e9-a055-6879971c96d1,"Schnizzle splonker wobble schnizzle twibble wuddle flabble fuzzle blibber wizzle wizzle wuddle snip wibble. Flabble gobble splurge woggle bizzle wizzle gobble bizzle quip bizzle sprocket blabble sproop zorp squickle drizzle mizzle. Sproogle flap dribble wump bizzle sprock sproop frozzle snop zobble, doodle wibber squabble crackle snop wibble snop mizzle. Woggle wuddle, fluddle.","[""Quantumese"",""Hololect"",""Cyberspeak""]","Solsticea",845,"C. J.","2024-03-04 13:22:40 +9:00",false,"Paperburg, Crystalis",CC,"2023-10-29 14:22:40 -5:00",true,"[""daada509-dea9-4d46-bd1e-c66aedd4ec5d""]"
82372b2d-9e40-4984-b9e2-3a66d5743e90,"Wobble snizzle noggle sproogle frabble sprock, drizzle doodle wump blip. Splurge chizzle splizzle schnizzle woggle plix skizzle squirk squickle splurge snickle twibble whip squirk snipple wibble whiz spuddle glimmer. Flibber whiz sprock squizzle woggle gobble jib wibber bizzle splotch bizzle schnizzle.","[""Robolingo""]","Valeria",72,"K. L.","2023-12-09 13:22:40 -2:00",false,"Coffeeburg, Pancaketon",LDP,"2023-11-22 13:22:40 +6:00",false,"[""d55cbda9-e7ac-4603-bd41-92d6eb08383a"",""78c9158d-8758-4cfb-9be7-0a99dae31346""]"
4dd91fa5-3789-4eb4-b914-054a2a46ebc1,"Whip spizzle spronk twizzle fizz splurge gobble splizzle wizzle crackle sprock schnizzle flibber drizzle blib splurge snickle. Zorp skizzle schnizzle zobble wobble frabble blizzle zorp squizzle twizzle schnizzle doodle fizz quip wizzle sprocket gobble sprocket. Spooner crackle splurge fluddle squabble gobble sproogle blib plix sprock quibble. Skizzle jib crackle crackle, splonker noodle wobble.","[""Robolingo"",""Byteish""]","Astralonia",566,"G. O.","2023-11-23 13:22:40 -11:00",false,"Spoonville, Crystalis",LOP,"2023-11-19 13:22:40 -10:00",false,"[""a4979f02-8870-417e-a62e-1397c105da3c"",""ec2895aa-8d5f-46f6-8ded-4893a1fd9e62""]"
1a6af340-e939-48d1-bf25-8501f1864780,"Spuddle dribble flap jibber splonker squizzle glimmer, squizzle crackle skizzle spooner jibble spizzle fuzzle splurge trizzle. Sproogle flap squizzle noodle spronk spronk splurge crackle spronk mizzle sprock quixle fluddle. Dabble noggle fuzzle quibble drizzle skizzle wibber snop flibber squirk drizzle blibber quixle splurge jibber twibble trizzle dabble squickle.","[""Cyphertongue""]","Obsidian Isle",313,"W. I.","2024-01-29 13:22:40 -1:00",false,"Spoonville, Papayapark",CC,"2023-11-07 13:22:40 -11:00",true,"[""eea28a30-c580-481d-92e3-fbf8dde1def1"",""72461052-bf86-426b-9079-12cd341cf96f"",""fa3e47f8-c9b7-4cda-b0e8-fe6cf4830e2a""]"
958cb5ce-5b65-437d-8f4a-7d55eae68fc9,"Sprocket spuddle quip squizzle spooner frabble, blabble spizzle quackle spizzle. Zibber snipple flibber gobble quibble squickle quixle gobble splurge schnizzle quibble blabble spronk blizzle schnizzle woggle. Quazzle squirk blibber wibble zibber fluddle doodle jibble plix snip crackle squirk splonker wizzle splotch doodle frabble quibble. Sprockle squizzle twizzle zorp squizzle crackle snizzle quibble fizz crackle.","[""Technophrase""]","Novarctica",69,"L. I.","2024-02-25 13:22:40 -2:00",false,"Flossington, Pepperonia",LOP,"2023-11-23 13:22:40 -9:00",false,"[]"
